#"%Röttgers, R. McKee, D, and Utschig, C, ""Temperature and salinity correction coefficients for light absorption by water in the visible to infrared spectral region"", Opt. Express, 2014",,,,,
#% Data of the salinity correction coefficient for the light absorption coefficent of water, PsiS, given for a NaCl solution and artificial seawater (ASW),,,,,
#"% s.d., standard deviation, nan, not determined",,,,,
#% remark: data of Fig. 8, for ASW <500 nm not reliable due to contamination problems, data combined with those calculated from reference [21], see paper for details,,,,,
#wavelength (nm),wavenumber (1/cm),PsiS (1/m*L/g) NaCl,s.d. (1/m*L/g) NaCl,PsiS (1/m*L/g) ASW,s.d. (1/m*L/g) ASW
4012,2492.52,nan,nan,-1.27E+01,nan
4014,2491.28,nan,nan,-1.28E+01,nan
4016,2490.04,nan,nan,-1.28E+01,nan
4018,2488.8,nan,nan,-1.28E+01,nan
4020,2487.56,nan,nan,-1.28E+01,nan
4022,2486.33,nan,nan,-1.29E+01,nan
4024,2485.09,nan,nan,-1.29E+01,nan
4026,2483.85,nan,nan,-1.29E+01,nan
4028,2482.62,nan,nan,-1.29E+01,nan
4030,2481.39,nan,nan,-1.30E+01,nan
4032,2480.16,nan,nan,-1.30E+01,nan
4034,2478.93,nan,nan,-1.30E+01,nan
4036,2477.7,nan,nan,-1.30E+01,nan
4038,2476.47,nan,nan,-1.30E+01,nan
4040,2475.25,nan,nan,-1.30E+01,nan
4042,2474.02,nan,nan,-1.31E+01,nan
4044,2472.8,nan,nan,-1.31E+01,nan
4046,2471.58,nan,nan,-1.31E+01,nan
4048,2470.36,nan,nan,-1.31E+01,nan
4050,2469.14,nan,nan,-1.31E+01,nan
4052,2467.92,nan,nan,-1.31E+01,nan
4054,2466.7,nan,nan,-1.31E+01,nan
4056,2465.48,nan,nan,-1.31E+01,nan
4058,2464.27,nan,nan,-1.31E+01,nan
4060,2463.05,nan,nan,-1.31E+01,nan
4062,2461.84,nan,nan,-1.32E+01,nan
4064,2460.63,nan,nan,-1.32E+01,nan
4066,2459.42,nan,nan,-1.32E+01,nan
4068,2458.21,nan,nan,-1.32E+01,nan
4070,2457,nan,nan,-1.32E+01,nan
4072,2455.8,nan,nan,-1.32E+01,nan
4074,2454.59,nan,nan,-1.32E+01,nan
4076,2453.39,nan,nan,-1.33E+01,nan
4078,2452.18,nan,nan,-1.33E+01,nan
4080,2450.98,nan,nan,-1.33E+01,nan
4082,2449.78,nan,nan,-1.33E+01,nan
4084,2448.58,nan,nan,-1.33E+01,nan
4086,2447.38,nan,nan,-1.33E+01,nan
4088,2446.18,nan,nan,-1.33E+01,nan
4090,2444.99,nan,nan,-1.33E+01,nan
4092,2443.79,nan,nan,-1.33E+01,nan
4094,2442.6,nan,nan,-1.33E+01,nan
4096,2441.41,nan,nan,-1.34E+01,nan
4098,2440.21,nan,nan,-1.33E+01,nan
4100,2439.02,nan,nan,-1.33E+01,nan
4102,2437.84,nan,nan,-1.33E+01,nan
4104,2436.65,nan,nan,-1.34E+01,nan
4106,2435.46,nan,nan,-1.34E+01,nan
4108,2434.27,nan,nan,-1.34E+01,nan
4110,2433.09,nan,nan,-1.34E+01,nan
4112,2431.91,nan,nan,-1.34E+01,nan
4114,2430.72,nan,nan,-1.35E+01,nan
4116,2429.54,nan,nan,-1.34E+01,nan
4118,2428.36,nan,nan,-1.34E+01,nan
4120,2427.18,nan,nan,-1.35E+01,nan
4122,2426.01,nan,nan,-1.35E+01,nan
4124,2424.83,nan,nan,-1.35E+01,nan
4126,2423.65,nan,nan,-1.35E+01,nan
4128,2422.48,nan,nan,-1.35E+01,nan
4130,2421.31,nan,nan,-1.35E+01,nan
4132,2420.14,nan,nan,-1.35E+01,nan
4134,2418.96,nan,nan,-1.35E+01,nan
4136,2417.79,nan,nan,-1.35E+01,nan
4138,2416.63,nan,nan,-1.35E+01,nan
4140,2415.46,nan,nan,-1.35E+01,nan
4142,2414.29,nan,nan,-1.35E+01,nan
4144,2413.13,nan,nan,-1.35E+01,nan
4146,2411.96,nan,nan,-1.35E+01,nan
4148,2410.8,nan,nan,-1.35E+01,nan
4150,2409.64,nan,nan,-1.35E+01,nan
4152,2408.48,nan,nan,-1.36E+01,nan
4154,2407.32,nan,nan,-1.36E+01,nan
4156,2406.16,nan,nan,-1.36E+01,nan
4158,2405,nan,nan,-1.36E+01,nan
4160,2403.85,nan,nan,-1.36E+01,nan
4162,2402.69,nan,nan,-1.36E+01,nan
4164,2401.54,nan,nan,-1.37E+01,nan
4166,2400.38,nan,nan,-1.37E+01,nan
4168,2399.23,nan,nan,-1.37E+01,nan
4170,2398.08,nan,nan,-1.37E+01,nan
4172,2396.93,nan,nan,-1.37E+01,nan
4174,2395.78,nan,nan,-1.37E+01,nan
4176,2394.64,nan,nan,-1.37E+01,nan
4178,2393.49,nan,nan,-1.37E+01,nan
4180,2392.34,nan,nan,-1.37E+01,nan
4182,2391.2,nan,nan,-1.37E+01,nan
4184,2390.06,nan,nan,-1.37E+01,nan
4186,2388.92,nan,nan,-1.38E+01,nan
4188,2387.77,nan,nan,-1.38E+01,nan
4190,2386.63,nan,nan,-1.38E+01,nan
4192,2385.5,nan,nan,-1.38E+01,nan
4194,2384.36,nan,nan,-1.39E+01,nan
4196,2383.22,nan,nan,-1.39E+01,nan
4198,2382.09,nan,nan,-1.39E+01,nan
4200,2380.95,nan,nan,-1.40E+01,nan
4202,2379.82,nan,nan,-1.40E+01,nan
4204,2378.69,nan,nan,-1.40E+01,nan
4206,2377.56,nan,nan,-1.41E+01,nan
4208,2376.43,nan,nan,-1.41E+01,nan
4210,2375.3,nan,nan,-1.42E+01,nan
4212,2374.17,nan,nan,-1.42E+01,nan
4214,2373.04,nan,nan,-1.43E+01,nan
4216,2371.92,nan,nan,-1.44E+01,nan
4218,2370.79,nan,nan,-1.44E+01,nan
4220,2369.67,nan,nan,-1.45E+01,nan
4222,2368.55,nan,nan,-1.46E+01,nan
4224,2367.42,nan,nan,-1.46E+01,nan
4226,2366.3,nan,nan,-1.47E+01,nan
4228,2365.18,nan,nan,-1.47E+01,nan
4230,2364.07,nan,nan,-1.48E+01,nan
4232,2362.95,nan,nan,-1.48E+01,nan
4234,2361.83,nan,nan,-1.49E+01,nan
4236,2360.72,nan,nan,-1.49E+01,nan
4238,2359.6,nan,nan,-1.49E+01,nan
4240,2358.49,nan,nan,-1.49E+01,nan
4242,2357.38,nan,nan,-1.49E+01,nan
4244,2356.27,nan,nan,-1.49E+01,nan
4246,2355.16,nan,nan,-1.48E+01,nan
4248,2354.05,nan,nan,-1.48E+01,nan
4250,2352.94,nan,nan,-1.47E+01,nan
4252,2351.83,nan,nan,-1.47E+01,nan
4254,2350.73,nan,nan,-1.47E+01,nan
4256,2349.62,nan,nan,-1.47E+01,nan
4258,2348.52,nan,nan,-1.47E+01,nan
4260,2347.42,nan,nan,-1.47E+01,nan
4262,2346.32,nan,nan,-1.48E+01,nan
4264,2345.22,nan,nan,-1.49E+01,nan
4266,2344.12,nan,nan,-1.50E+01,nan
4268,2343.02,nan,nan,-1.51E+01,nan
4270,2341.92,nan,nan,-1.51E+01,nan
4272,2340.82,nan,nan,-1.52E+01,nan
4274,2339.73,nan,nan,-1.52E+01,nan
4276,2338.63,nan,nan,-1.53E+01,nan
4278,2337.54,nan,nan,-1.53E+01,nan
4280,2336.45,nan,nan,-1.54E+01,nan
4282,2335.36,nan,nan,-1.54E+01,nan
4284,2334.27,nan,nan,-1.54E+01,nan
4286,2333.18,nan,nan,-1.54E+01,nan
4288,2332.09,nan,nan,-1.54E+01,nan
4290,2331,nan,nan,-1.55E+01,nan
4292,2329.92,nan,nan,-1.54E+01,nan
4294,2328.83,nan,nan,-1.55E+01,nan
4296,2327.75,nan,nan,-1.55E+01,nan
4298,2326.66,nan,nan,-1.55E+01,nan
4300,2325.58,nan,nan,-1.55E+01,nan
4302,2324.5,nan,nan,-1.55E+01,nan
4304,2323.42,nan,nan,-1.55E+01,nan
4306,2322.34,nan,nan,-1.56E+01,nan
4308,2321.26,nan,nan,-1.56E+01,nan
4310,2320.19,nan,nan,-1.56E+01,nan
4312,2319.11,nan,nan,-1.56E+01,nan
4314,2318.03,nan,nan,-1.57E+01,nan
4316,2316.96,nan,nan,-1.57E+01,nan
4318,2315.89,nan,nan,-1.57E+01,nan
4320,2314.81,nan,nan,-1.57E+01,nan
4322,2313.74,nan,nan,-1.57E+01,nan
4324,2312.67,nan,nan,-1.57E+01,nan
4326,2311.6,nan,nan,-1.58E+01,nan
4328,2310.54,nan,nan,-1.58E+01,nan
4330,2309.47,nan,nan,-1.58E+01,nan
4332,2308.4,nan,nan,-1.59E+01,nan
4334,2307.34,nan,nan,-1.59E+01,nan
4336,2306.27,nan,nan,-1.60E+01,nan
4338,2305.21,nan,nan,-1.60E+01,nan
4340,2304.15,nan,nan,-1.60E+01,nan
4342,2303.09,nan,nan,-1.61E+01,nan
4344,2302.03,nan,nan,-1.61E+01,nan
4346,2300.97,nan,nan,-1.62E+01,nan
4348,2299.91,nan,nan,-1.62E+01,nan
4350,2298.85,nan,nan,-1.63E+01,nan
4352,2297.79,nan,nan,-1.63E+01,nan
4354,2296.74,nan,nan,-1.63E+01,nan
4356,2295.68,nan,nan,-1.64E+01,nan
4358,2294.63,nan,nan,-1.64E+01,nan
4360,2293.58,nan,nan,-1.65E+01,nan
4362,2292.53,nan,nan,-1.66E+01,nan
4364,2291.48,nan,nan,-1.66E+01,nan
4366,2290.43,nan,nan,-1.66E+01,nan
4368,2289.38,nan,nan,-1.67E+01,nan
4370,2288.33,nan,nan,-1.67E+01,nan
4372,2287.28,nan,nan,-1.68E+01,nan
4374,2286.24,nan,nan,-1.68E+01,nan
4376,2285.19,nan,nan,-1.69E+01,nan
4378,2284.15,nan,nan,-1.69E+01,nan
4380,2283.11,nan,nan,-1.70E+01,nan
4382,2282.06,nan,nan,-1.70E+01,nan
4384,2281.02,nan,nan,-1.70E+01,nan
4386,2279.98,nan,nan,-1.71E+01,nan
4388,2278.94,nan,nan,-1.71E+01,nan
4390,2277.9,nan,nan,-1.72E+01,nan
4392,2276.87,nan,nan,-1.72E+01,nan
4394,2275.83,nan,nan,-1.73E+01,nan
4396,2274.8,nan,nan,-1.73E+01,nan
4398,2273.76,nan,nan,-1.74E+01,nan
4400,2272.73,nan,nan,-1.74E+01,nan
4402,2271.69,nan,nan,-1.75E+01,nan
4404,2270.66,nan,nan,-1.75E+01,nan
4406,2269.63,nan,nan,-1.76E+01,nan
4408,2268.6,nan,nan,-1.76E+01,nan
4410,2267.57,nan,nan,-1.77E+01,nan
4412,2266.55,nan,nan,-1.77E+01,nan
4414,2265.52,nan,nan,-1.77E+01,nan
4416,2264.49,nan,nan,-1.78E+01,nan
4418,2263.47,nan,nan,-1.78E+01,nan
4420,2262.44,nan,nan,-1.79E+01,nan
4422,2261.42,nan,nan,-1.79E+01,nan
4424,2260.4,nan,nan,-1.80E+01,nan
4426,2259.38,nan,nan,-1.81E+01,nan
4428,2258.36,nan,nan,-1.81E+01,nan
4430,2257.34,nan,nan,-1.82E+01,nan
4432,2256.32,nan,nan,-1.83E+01,nan
4434,2255.3,nan,nan,-1.83E+01,nan
4436,2254.28,nan,nan,-1.84E+01,nan
4438,2253.27,nan,nan,-1.84E+01,nan
4440,2252.25,nan,nan,-1.84E+01,nan
4442,2251.24,nan,nan,-1.85E+01,nan
4444,2250.23,nan,nan,-1.85E+01,nan
4446,2249.21,nan,nan,-1.86E+01,nan
4448,2248.2,nan,nan,-1.86E+01,nan
4450,2247.19,nan,nan,-1.87E+01,nan
4452,2246.18,nan,nan,-1.88E+01,nan
4454,2245.17,nan,nan,-1.88E+01,nan
4456,2244.17,nan,nan,-1.88E+01,nan
4458,2243.16,nan,nan,-1.89E+01,nan
4460,2242.15,nan,nan,-1.89E+01,nan
4462,2241.15,nan,nan,-1.90E+01,nan
4464,2240.14,nan,nan,-1.90E+01,nan
4466,2239.14,nan,nan,-1.91E+01,nan
4468,2238.14,nan,nan,-1.91E+01,nan
4470,2237.14,nan,nan,-1.92E+01,nan
4472,2236.14,nan,nan,-1.92E+01,nan
4474,2235.14,nan,nan,-1.92E+01,nan
4476,2234.14,nan,nan,-1.93E+01,nan
4478,2233.14,nan,nan,-1.93E+01,nan
4480,2232.14,nan,nan,-1.94E+01,nan
4482,2231.15,nan,nan,-1.94E+01,nan
4484,2230.15,nan,nan,-1.94E+01,nan
4486,2229.16,nan,nan,-1.95E+01,nan
4488,2228.16,nan,nan,-1.95E+01,nan
4490,2227.17,nan,nan,-1.95E+01,nan
4492,2226.18,nan,nan,-1.96E+01,nan
4494,2225.19,nan,nan,-1.96E+01,nan
4496,2224.2,nan,nan,-1.96E+01,nan
4498,2223.21,nan,nan,-1.97E+01,nan
4500,2222.22,nan,nan,-1.97E+01,nan
4502,2221.24,nan,nan,-1.97E+01,nan
4504,2220.25,nan,nan,-1.98E+01,nan
4506,2219.26,nan,nan,-1.98E+01,nan
4508,2218.28,nan,nan,-1.99E+01,nan
4510,2217.29,nan,nan,-1.99E+01,nan
4512,2216.31,nan,nan,-1.99E+01,nan
4514,2215.33,nan,nan,-2.00E+01,nan
4516,2214.35,nan,nan,-2.00E+01,nan
4518,2213.37,nan,nan,-1.99E+01,nan
4520,2212.39,nan,nan,-1.99E+01,nan
4522,2211.41,nan,nan,-1.99E+01,nan
4524,2210.43,nan,nan,-2.00E+01,nan
4526,2209.46,nan,nan,-2.00E+01,nan
4528,2208.48,nan,nan,-2.00E+01,nan
4530,2207.51,nan,nan,-2.01E+01,nan
4532,2206.53,nan,nan,-2.01E+01,nan
4534,2205.56,nan,nan,-2.01E+01,nan
4536,2204.59,nan,nan,-2.01E+01,nan
4538,2203.61,nan,nan,-2.01E+01,nan
4540,2202.64,nan,nan,-2.01E+01,nan
4542,2201.67,nan,nan,-2.01E+01,nan
4544,2200.7,nan,nan,-2.01E+01,nan
4546,2199.74,nan,nan,-2.01E+01,nan
4548,2198.77,nan,nan,-2.01E+01,nan
4550,2197.8,nan,nan,-2.01E+01,nan
4552,2196.84,nan,nan,-2.01E+01,nan
4554,2195.87,nan,nan,-2.01E+01,nan
4556,2194.91,nan,nan,-2.01E+01,nan
4558,2193.94,nan,nan,-2.01E+01,nan
4560,2192.98,nan,nan,-2.01E+01,nan
4562,2192.02,nan,nan,-2.01E+01,nan
4564,2191.06,nan,nan,-2.00E+01,nan
4566,2190.1,nan,nan,-2.00E+01,nan
4568,2189.14,nan,nan,-2.00E+01,nan
4570,2188.18,nan,nan,-1.99E+01,nan
4572,2187.23,nan,nan,-2.00E+01,nan
4574,2186.27,nan,nan,-1.99E+01,nan
4576,2185.31,nan,nan,-1.99E+01,nan
4578,2184.36,nan,nan,-1.99E+01,nan
4580,2183.41,nan,nan,-1.99E+01,nan
4582,2182.45,nan,nan,-1.98E+01,nan
4584,2181.5,nan,nan,-1.98E+01,nan
4586,2180.55,nan,nan,-1.97E+01,nan
4588,2179.6,nan,nan,-1.97E+01,nan
4590,2178.65,nan,nan,-1.96E+01,nan
4592,2177.7,nan,nan,-1.96E+01,nan
4594,2176.75,nan,nan,-1.95E+01,nan
4596,2175.81,nan,nan,-1.95E+01,nan
4598,2174.86,nan,nan,-1.94E+01,nan
4600,2173.91,nan,nan,-1.94E+01,nan
4602,2172.97,nan,nan,-1.93E+01,nan
4604,2172.02,nan,nan,-1.93E+01,nan
4606,2171.08,nan,nan,-1.92E+01,nan
4608,2170.14,nan,nan,-1.91E+01,nan
4610,2169.2,nan,nan,-1.90E+01,nan
4612,2168.26,nan,nan,-1.89E+01,nan
4614,2167.32,nan,nan,-1.89E+01,nan
4616,2166.38,nan,nan,-1.88E+01,nan
4618,2165.44,nan,nan,-1.87E+01,nan
4620,2164.5,nan,nan,-1.86E+01,nan
4622,2163.57,nan,nan,-1.85E+01,nan
4624,2162.63,nan,nan,-1.85E+01,nan
4626,2161.69,nan,nan,-1.84E+01,nan
4628,2160.76,nan,nan,-1.83E+01,nan
4630,2159.83,nan,nan,-1.82E+01,nan
4632,2158.89,nan,nan,-1.81E+01,nan
4634,2157.96,nan,nan,-1.80E+01,nan
4636,2157.03,nan,nan,-1.80E+01,nan
4638,2156.1,nan,nan,-1.79E+01,nan
4640,2155.17,nan,nan,-1.78E+01,nan
4642,2154.24,nan,nan,-1.77E+01,nan
4644,2153.32,nan,nan,-1.76E+01,nan
4646,2152.39,nan,nan,-1.74E+01,nan
4648,2151.46,nan,nan,-1.73E+01,nan
4650,2150.54,nan,nan,-1.72E+01,nan
4652,2149.61,nan,nan,-1.70E+01,nan
4654,2148.69,nan,nan,-1.69E+01,nan
4656,2147.77,nan,nan,-1.68E+01,nan
4658,2146.84,nan,nan,-1.67E+01,nan
4660,2145.92,nan,nan,-1.66E+01,nan
4662,2145,nan,nan,-1.65E+01,nan
4664,2144.08,nan,nan,-1.64E+01,nan
4666,2143.16,nan,nan,-1.62E+01,nan
4668,2142.25,nan,nan,-1.61E+01,nan
4670,2141.33,nan,nan,-1.60E+01,nan
4672,2140.41,nan,nan,-1.58E+01,nan
4674,2139.5,nan,nan,-1.57E+01,nan
4676,2138.58,nan,nan,-1.55E+01,nan
4678,2137.67,nan,nan,-1.54E+01,nan
4680,2136.75,nan,nan,-1.52E+01,nan
4682,2135.84,nan,nan,-1.51E+01,nan
4684,2134.93,nan,nan,-1.49E+01,nan
4686,2134.02,nan,nan,-1.48E+01,nan
4688,2133.11,nan,nan,-1.46E+01,nan
4690,2132.2,nan,nan,-1.45E+01,nan
4692,2131.29,nan,nan,-1.44E+01,nan
4694,2130.38,nan,nan,-1.42E+01,nan
4696,2129.47,nan,nan,-1.41E+01,nan
4698,2128.57,nan,nan,-1.39E+01,nan
4700,2127.66,nan,nan,-1.38E+01,nan
4702,2126.75,nan,nan,-1.36E+01,nan
4704,2125.85,nan,nan,-1.34E+01,nan
4706,2124.95,nan,nan,-1.33E+01,nan
4708,2124.04,nan,nan,-1.31E+01,nan
4710,2123.14,nan,nan,-1.29E+01,nan
4712,2122.24,nan,nan,-1.27E+01,nan
4714,2121.34,nan,nan,-1.26E+01,nan
4716,2120.44,nan,nan,-1.24E+01,nan
4718,2119.54,nan,nan,-1.23E+01,nan
4720,2118.64,nan,nan,-1.21E+01,nan
4722,2117.75,nan,nan,-1.19E+01,nan
4724,2116.85,nan,nan,-1.17E+01,nan
4726,2115.95,nan,nan,-1.16E+01,nan
4728,2115.06,nan,nan,-1.14E+01,nan
4730,2114.16,nan,nan,-1.13E+01,nan
4732,2113.27,nan,nan,-1.11E+01,nan
4734,2112.38,nan,nan,-1.09E+01,nan
4736,2111.49,nan,nan,-1.08E+01,nan
4738,2110.6,nan,nan,-1.06E+01,nan
4740,2109.7,nan,nan,-1.04E+01,nan
4742,2108.81,nan,nan,-1.02E+01,nan
4744,2107.93,nan,nan,-1.00E+01,nan
4746,2107.04,nan,nan,-9.87E+00,nan
4748,2106.15,nan,nan,-9.70E+00,nan
4750,2105.26,nan,nan,-9.54E+00,nan
4752,2104.38,nan,nan,-9.38E+00,nan
4754,2103.49,nan,nan,-9.22E+00,nan
4756,2102.61,nan,nan,-9.06E+00,nan
4758,2101.72,nan,nan,-8.89E+00,nan
4760,2100.84,nan,nan,-8.71E+00,nan
4762,2099.96,nan,nan,-8.54E+00,nan
4764,2099.08,nan,nan,-8.37E+00,nan
4766,2098.2,nan,nan,-8.22E+00,nan
4768,2097.32,nan,nan,-8.08E+00,nan
4770,2096.44,nan,nan,-7.95E+00,nan
4772,2095.56,nan,nan,-7.80E+00,nan
4774,2094.68,nan,nan,-7.64E+00,nan
4776,2093.8,nan,nan,-7.48E+00,nan
4778,2092.93,nan,nan,-7.31E+00,nan
4780,2092.05,nan,nan,-7.15E+00,nan
4782,2091.18,nan,nan,-6.99E+00,nan
4784,2090.3,nan,nan,-6.84E+00,nan
4786,2089.43,nan,nan,-6.68E+00,nan
4788,2088.55,nan,nan,-6.52E+00,nan
4790,2087.68,nan,nan,-6.36E+00,nan
4792,2086.81,nan,nan,-6.20E+00,nan
4794,2085.94,nan,nan,-6.04E+00,nan
4796,2085.07,nan,nan,-5.88E+00,nan
4798,2084.2,nan,nan,-5.74E+00,nan
4800,2083.33,nan,nan,-5.61E+00,nan
4802,2082.47,nan,nan,-5.50E+00,nan
4804,2081.6,nan,nan,-5.38E+00,nan
4806,2080.73,nan,nan,-5.27E+00,nan
4808,2079.87,nan,nan,-5.15E+00,nan
4810,2079,nan,nan,-5.02E+00,nan
4812,2078.14,nan,nan,-4.90E+00,nan
4814,2077.27,nan,nan,-4.78E+00,nan
4816,2076.41,nan,nan,-4.66E+00,nan
4818,2075.55,nan,nan,-4.54E+00,nan
4820,2074.69,nan,nan,-4.41E+00,nan
4822,2073.83,nan,nan,-4.29E+00,nan
4824,2072.97,nan,nan,-4.18E+00,nan
4826,2072.11,nan,nan,-4.07E+00,nan
4828,2071.25,nan,nan,-3.97E+00,nan
4830,2070.39,nan,nan,-3.87E+00,nan
4832,2069.54,nan,nan,-3.76E+00,nan
4834,2068.68,nan,nan,-3.65E+00,nan
4836,2067.82,nan,nan,-3.54E+00,nan
4838,2066.97,nan,nan,-3.43E+00,nan
4840,2066.12,nan,nan,-3.33E+00,nan
4842,2065.26,nan,nan,-3.24E+00,nan
4844,2064.41,nan,nan,-3.15E+00,nan
4846,2063.56,nan,nan,-3.07E+00,nan
4848,2062.71,nan,nan,-2.99E+00,nan
4850,2061.86,nan,nan,-2.91E+00,nan
4852,2061.01,nan,nan,-2.82E+00,nan
4854,2060.16,nan,nan,-2.74E+00,nan
4856,2059.31,nan,nan,-2.66E+00,nan
4858,2058.46,nan,nan,-2.58E+00,nan
4860,2057.61,nan,nan,-2.51E+00,nan
4862,2056.77,nan,nan,-2.45E+00,nan
4864,2055.92,nan,nan,-2.40E+00,nan
4866,2055.08,nan,nan,-2.35E+00,nan
4868,2054.23,nan,nan,-2.30E+00,nan
4870,2053.39,nan,nan,-2.25E+00,nan
4872,2052.55,nan,nan,-2.20E+00,nan
4874,2051.7,nan,nan,-2.14E+00,nan
4876,2050.86,nan,nan,-2.09E+00,nan
4878,2050.02,nan,nan,-2.04E+00,nan
4880,2049.18,nan,nan,-1.98E+00,nan
4882,2048.34,nan,nan,-1.93E+00,nan
4884,2047.5,nan,nan,-1.89E+00,nan
4886,2046.66,nan,nan,-1.85E+00,nan
4888,2045.83,nan,nan,-1.81E+00,nan
4890,2044.99,nan,nan,-1.77E+00,nan
4892,2044.15,nan,nan,-1.73E+00,nan
4894,2043.32,nan,nan,-1.69E+00,nan
4896,2042.48,nan,nan,-1.65E+00,nan
4898,2041.65,nan,nan,-1.61E+00,nan
4900,2040.82,nan,nan,-1.57E+00,nan
4902,2039.98,nan,nan,-1.55E+00,nan
4904,2039.15,nan,nan,-1.52E+00,nan
4906,2038.32,nan,nan,-1.51E+00,nan
4908,2037.49,nan,nan,-1.50E+00,nan
4910,2036.66,nan,nan,-1.49E+00,nan
4912,2035.83,nan,nan,-1.48E+00,nan
4914,2035,nan,nan,-1.47E+00,nan
4916,2034.17,nan,nan,-1.47E+00,nan
4918,2033.35,nan,nan,-1.47E+00,nan
4920,2032.52,nan,nan,-1.47E+00,nan
4922,2031.69,nan,nan,-1.47E+00,nan
4924,2030.87,nan,nan,-1.46E+00,nan
4926,2030.04,nan,nan,-1.45E+00,nan
4928,2029.22,nan,nan,-1.45E+00,nan
4930,2028.4,nan,nan,-1.45E+00,nan
4932,2027.58,nan,nan,-1.46E+00,nan
4934,2026.75,nan,nan,-1.47E+00,nan
4936,2025.93,nan,nan,-1.47E+00,nan
4938,2025.11,nan,nan,-1.47E+00,nan
4940,2024.29,nan,nan,-1.47E+00,nan
4942,2023.47,nan,nan,-1.47E+00,nan
4944,2022.65,nan,nan,-1.48E+00,nan
4946,2021.84,nan,nan,-1.49E+00,nan
4948,2021.02,nan,nan,-1.51E+00,nan
4950,2020.2,nan,nan,-1.54E+00,nan
4952,2019.39,nan,nan,-1.56E+00,nan
4954,2018.57,nan,nan,-1.58E+00,nan
4956,2017.76,nan,nan,-1.60E+00,nan
4958,2016.94,nan,nan,-1.60E+00,nan
4960,2016.13,nan,nan,-1.62E+00,nan
4962,2015.32,nan,nan,-1.64E+00,nan
4964,2014.5,nan,nan,-1.66E+00,nan
4966,2013.69,nan,nan,-1.70E+00,nan
4968,2012.88,nan,nan,-1.74E+00,nan
4970,2012.07,nan,nan,-1.77E+00,nan
4972,2011.26,nan,nan,-1.81E+00,nan
4974,2010.45,nan,nan,-1.84E+00,nan
4976,2009.65,nan,nan,-1.87E+00,nan
4978,2008.84,nan,nan,-1.90E+00,nan
4980,2008.03,nan,nan,-1.92E+00,nan
4982,2007.23,nan,nan,-1.95E+00,nan
4984,2006.42,nan,nan,-1.99E+00,nan
4986,2005.62,nan,nan,-2.03E+00,nan
4988,2004.81,nan,nan,-2.07E+00,nan
4990,2004.01,nan,nan,-2.11E+00,nan
4992,2003.21,nan,nan,-2.15E+00,nan
4994,2002.4,nan,nan,-2.18E+00,nan
4996,2001.6,nan,nan,-2.22E+00,nan
4998,2000.8,nan,nan,-2.25E+00,nan
5000,2000,nan,nan,-2.29E+00,nan
5002,1999.2,nan,nan,-2.32E+00,nan
5004,1998.4,nan,nan,-2.36E+00,nan
5006,1997.6,nan,nan,-2.41E+00,nan
5008,1996.81,nan,nan,-2.45E+00,nan
5010,1996.01,nan,nan,-2.50E+00,nan
5012,1995.21,nan,nan,-2.55E+00,nan
5014,1994.42,nan,nan,-2.60E+00,nan
5016,1993.62,nan,nan,-2.64E+00,nan
5018,1992.83,nan,nan,-2.68E+00,nan
5020,1992.03,nan,nan,-2.71E+00,nan
5022,1991.24,nan,nan,-2.75E+00,nan
5024,1990.45,nan,nan,-2.78E+00,nan
5026,1989.65,nan,nan,-2.83E+00,nan
5028,1988.86,nan,nan,-2.87E+00,nan
5030,1988.07,nan,nan,-2.93E+00,nan
5032,1987.28,nan,nan,-2.98E+00,nan
5034,1986.49,nan,nan,-3.03E+00,nan
5036,1985.7,nan,nan,-3.08E+00,nan
5038,1984.91,nan,nan,-3.13E+00,nan
5040,1984.13,nan,nan,-3.17E+00,nan
5042,1983.34,nan,nan,-3.22E+00,nan
5044,1982.55,nan,nan,-3.27E+00,nan
5046,1981.77,nan,nan,-3.33E+00,nan
5048,1980.98,nan,nan,-3.38E+00,nan
5050,1980.2,nan,nan,-3.43E+00,nan
5052,1979.41,nan,nan,-3.49E+00,nan
5054,1978.63,nan,nan,-3.54E+00,nan
5056,1977.85,nan,nan,-3.60E+00,nan
5058,1977.07,nan,nan,-3.66E+00,nan
5060,1976.28,nan,nan,-3.73E+00,nan
5062,1975.5,nan,nan,-3.80E+00,nan
5064,1974.72,nan,nan,-3.87E+00,nan
5066,1973.94,nan,nan,-3.93E+00,nan
5068,1973.16,nan,nan,-3.99E+00,nan
5070,1972.39,nan,nan,-4.04E+00,nan
5072,1971.61,nan,nan,-4.08E+00,nan
5074,1970.83,nan,nan,-4.13E+00,nan
5076,1970.06,nan,nan,-4.18E+00,nan
5078,1969.28,nan,nan,-4.22E+00,nan
5080,1968.5,nan,nan,-4.27E+00,nan
5082,1967.73,nan,nan,-4.33E+00,nan
5084,1966.96,nan,nan,-4.38E+00,nan
5086,1966.18,nan,nan,-4.44E+00,nan
5088,1965.41,nan,nan,-4.50E+00,nan
5090,1964.64,nan,nan,-4.56E+00,nan
5092,1963.86,nan,nan,-4.63E+00,nan
5094,1963.09,nan,nan,-4.69E+00,nan
5096,1962.32,nan,nan,-4.75E+00,nan
5098,1961.55,nan,nan,-4.80E+00,nan
5100,1960.78,nan,nan,-4.85E+00,nan
5102,1960.02,nan,nan,-4.91E+00,nan
5104,1959.25,nan,nan,-4.96E+00,nan
5106,1958.48,nan,nan,-5.02E+00,nan
